headline, published_at
"일본, 블록체인 기술로 복합리조트산업 선점…전용 암호화페 사용한다",2018-10-05 15:38:00.000000
"릭 에델먼, “비트코인의 미래는 낙관적…모두가 참여해야한다”",2018-10-05 16:15:00.000000
"미 국회의원, 블록체인이 무엇인지 명확히 정의하자",2018-10-05 17:23:00.000000
부산국제영화제에서 블록체인-영화산업 접목 논의한다,2018-10-05 17:54:00.000000
Busan film festival to feature blockchain-led entertainment industry,2018-10-05 20:31:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 10월5일 오전 8시 기준),2018-10-05 21:00:00.000000
Small firms want ICOs for funding,2018-10-05 21:04:00.000000
"서클, 암호화폐 인덱스 펀드 컬렉션 상품 출시",2018-10-05 21:30:00.000000
[뉴욕 코인시황/출발] 전반적인 혼조세로 출발 … 비트코인 6568달러,2018-10-05 22:02:00.000000
"크랙드마켓 분석가 지딘스, “비트코인 수요 부족하다”",2018-10-05 22:40:00.000000
"바이낸스코인(BNB), 코인마켓캡 시가총액 톱20 진입",2018-10-05 22:41:00.000000
"미 법무부, 러시아 정보원 7명 암호화폐 자금세탁 등으로 기소",2018-10-05 23:13:00.000000
"미 예일대, 기금 수익사업으로 암호화폐 펀드 투자",2018-10-05 23:53:00.000000
"2020년 미국 대선 후보, 암호화폐 채굴로 후원받을 수도",2018-10-05 23:55:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 5일 오전 11시17분 기준)…10월물, 15달러 내린 6540달러",2018-10-06 00:34:00.000000
"비탈릭 부테린, “이더리움은 나 없어도 충분히 살아남는다”",2018-10-06 00:50:00.000000
"[뉴욕 코인시황/장중] 주말 앞두고 혼조세 보여…비트코인, 6600선 바로 밑에서 움직여",2018-10-06 02:05:00.000000
"9월 코인 거래량 분석, 비트코인 정체 속 XRP 약진",2018-10-06 02:47:00.000000
"전 백악관 인사담당, “암호화폐 규정이 명확해지고 있어”",2018-10-06 03:53:00.000000
"[뉴욕 코인시황/마감] 초반 혼조세에서 하락세로 돌아서…비트코인, 6600선 밑에서 횡보",2018-10-06 05:09:00.000000
"미국 주요 금융시장, 8일(월요일) 콜럼버스 데이 연휴로 휴장",2018-10-06 05:11:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위 (오전 7시 35분),2018-10-06 07:36:00.000000
"[굿모닝 비트코인] 1006 박스권에 갇힌 암호화폐 시장, 조용한 한 주 하락세로 마무리",2018-10-06 07:38:00.000000
[코인 국내외 주요일정 10월 6일],2018-10-06 07:39:00.000000
"미 기업 부채 버블, 뛰는 금리에 ‘서브프라임 위기’",2018-10-06 07:41:00.000000
"Overstock 자회사 Medici Ventures, 와인 위조 방지 블록체인 플랫폼에 투자",2018-10-06 12:50:00.000000
블록체인 캐피털의 Spencer Bogart “비트코인 바닥에 근접하다.”,2018-10-06 16:34:00.000000
"미국 암호화폐 투자, 조사 결과 7만5천달러에서 10만달러 소득 집단에서 가장 활발해",2018-10-06 17:02:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위 (오전 7시 15분),2018-10-07 07:14:00.000000
[코인 국내외 주요일정 10월 7일],2018-10-07 07:23:00.000000
"[코인시황] 시장 전반 하락세 두드러져, 리플 6.95% 크게 하락",2018-10-07 07:51:00.000000
"[굿모닝 비트코인] 1007 암호화폐 박스권 움직임 지속중, 전문가들 ‘지루한 장세는 상승의 전초전’",2018-10-07 07:53:00.000000
"인도, 해커들에게 해킹된 라우터 수 3만개에 도달",2018-10-07 11:07:00.000000
인도 중앙은행 예상 뒤엎고 금리 동결…루피 급락,2018-10-07 12:54:00.000000
"몰타 재무장관, “암호화로 금융 중개인은 사라지게 될 것이다”",2018-10-07 14:02:00.000000
"리투아니아 당국, ICO 및 암호화폐 거래에 대한 기준 설정 계획 발표",2018-10-07 19:40:00.000000
"Bank of America, 블록체인이 산업에 미칠 영향 분석 발표",2018-10-07 20:03:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위 (오전 7시 15분),2018-10-08 07:15:00.000000
[코인 국내외 주요일정 10월 8일],2018-10-08 07:22:00.000000
[굿모닝 비트코인] 1008 약세에서 혼조세로 전환…모멘텀 기다리는 시장,2018-10-08 07:28:00.000000
"[코인시황] 시장 전반 혼조세 카르다노 2.51% 하락, 리플 1.88% 상승, 큰 움직임은 없어",2018-10-08 07:52:00.000000
"중고나라, 블록체인 도입해 거래 투명성 높인다",2018-10-08 10:41:00.000000
"한국블록체인산업진흥협회, 조배숙 국회의원과 블록체인 정책토론회 공동개최",2018-10-08 12:10:00.000000
산업-입법계 맞잡은 손… 블록체인의 미래를 위하여,2018-10-08 12:35:00.000000
혼란 속 블록체인 산업 도태된다… 명확한 규제 필요 한 목소리…,2018-10-08 13:13:00.000000
"[크립토 투데이] 1008 글로벌 경제 불안 속 박스권 움직임 암호화폐시장, 트론 급등중",2018-10-08 13:32:00.000000
"노르웨이, 새 암호화폐 규제안 내달 15일 시행",2018-10-08 13:34:00.000000
"리플 공동창업자 크리스 라르센, 포브스 선정 세계 383번째 부자 등극",2018-10-08 14:08:00.000000
"카카오 그라운드X, 블록체인 플랫폼 ‘클레이튼’ 공개…메인넷은 내년 오픈",2018-10-08 14:41:00.000000
"리플(XRP), 2020도쿄올림픽 공식 암호화폐로 논의 될까…",2018-10-08 16:49:00.000000
자동차도 길이 있어야 달린다… 블록체인 인프라 구축 한 목소리…,2018-10-08 17:51:00.000000
‘Korea needs blueprint for blockchain industry’,2018-10-09 04:57:00.000000
Kakao unveils South Korea’s first public blockchain platform,2018-10-09 05:30:00.000000
George Mason University report expects superior cryptocurrency to emerge,2018-10-09 05:53:00.000000
Blockchain platform to deal in second-hand products online,2018-10-09 06:15:00.000000
[뉴욕증시] 금리 경계감-외부 악재에 혼조,2018-10-09 07:18:00.000000
South Korean cryptocurrency traders have image problem,2018-10-09 07:22:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위 (오전 7시 25분),2018-10-09 07:25:00.000000
[코인 국내외 주요일정 10월 9일],2018-10-09 07:34:00.000000
잠잠하던 신흥국 통화 ‘와르르’ 하락 도미노 재개,2018-10-09 07:36:00.000000
"[굿모닝 비트코인] 1009 비트코인·알트코인 상승 시동 거나, 탄력 지속이 관건",2018-10-09 07:42:00.000000
"[코인시황] 시장 전반 상승세, 라이트코인 2.91% 이오스 3.35% 카르다노 3.56% 등 높은 상승 나타나.",2018-10-09 08:07:00.000000
“금리 더 뜨고 주가 반토막” 월가 꼬리무는 경고,2018-10-09 08:20:00.000000
"TRON CEO, “신규 업데이트로 TRON은 ETH보다 200배 빠르고, EOS보다 100배 저렴해질 것.”",2018-10-09 14:10:00.000000
"세계 최대 암호화폐 거래소 Binance, 상장 수수료 기부 발표",2018-10-09 15:25:00.000000
"IBM, 식품 추적 블록체인 네트워크 FoodTrust 런칭",2018-10-09 16:12:00.000000
"이병태 카이스트 교수, “블록체인 육성, 최대 17만개 일자리 열린다”",2018-10-09 16:49:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 10월9일 오전 8시 기준),2018-10-09 21:00:00.000000
"UAE 두바이, 디지탈 화폐 공식 지불 수단으로 이용 가능해져",2018-10-09 21:23:00.000000
[뉴욕 코인시황/출발] 하락 종묵 증가하며 출발 … 비트코인 거래량 증가 관심,2018-10-09 22:01:00.000000
"암호화폐 전문가 뉴너, “비트코인 가격, ETF 승인 직후 폭발한다”",2018-10-09 22:36:00.000000
암호화폐 거래소 “양극화”… 대형 거래소만 남을까?,2018-10-09 22:36:00.000000
"싱가포르, 동남아 최초의 암호화폐 환전소 런칭",2018-10-09 23:07:00.000000
BTC 개발자 지미 송 “신용카드를 지불수단으로” 주장 논란,2018-10-09 23:19:00.000000
"암호화폐 거래소 바이낸스, 바이트코인 등 4개 토큰 상장 폐지",2018-10-09 23:28:00.000000
"마윈, “블록체인 기술 통한 현금 없는 사회에 큰 관심”",2018-10-09 23:52:00.000000
"월가 분석가 슬라이머, “지금은 비트코인 투자할 때 아니다”",2018-10-10 00:38:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 9일 오전 11시20분 기준)…10월물, 60달러 내린 6570달러",2018-10-10 00:50:00.000000
"암호화폐, 선진국보다 제3세계 국가들에서 더 중요한 역할",2018-10-10 01:43:00.000000
"[뉴욕 코인시황/장중] 낙폭 크지 않지만 하락세…비트코인, 6600선 위에서 횡보",2018-10-10 02:11:00.000000
"IMF 세계경제전망, “비트코인의 빠른 성장 조심해야” 경고",2018-10-10 03:44:00.000000
"[뉴욕 코인시황/마감] 낙폭 크지 않았지만 하락세 견지…비트코인, 6600선 위에서 횡보",2018-10-10 05:13:00.000000
[뉴욕증시] 금리 눈치보며 박스권 혼조,2018-10-10 07:44:00.000000
[굿모닝 비트코인] 1010 반등 신호 부재로 주요코인들 하락 우세…비트코인 6600달러선 유지,2018-10-10 07:47:00.000000
[코인 국내외 주요일정 10월 10일],2018-10-10 07:56:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위 (오전 8시),2018-10-10 08:06:00.000000
"EU 감시기관, 규제 추진 위해 모든 ICO 감시한다",2018-10-10 10:10:00.000000
야놀자도 블록체인 결제 대열 합류… 테라와 전략적 제휴 합의,2018-10-10 10:46:00.000000
"“블록체인 인재들 모여라” 아이콘루프, 공개 채용 실시",2018-10-10 13:34:00.000000
[크립토 투데이] 1010 글로벌 증시 불안에 암호화폐 대체재 될 수 있을까,2018-10-10 14:04:00.000000
"로저버 “비트코인닷컴, 암호화폐 거래소 준비중…”",2018-10-10 14:28:00.000000
비트코인 채굴해도 개인은 돈 못 벌어…전기료 인상에 발목 잡히나,2018-10-10 14:40:00.000000
"블록노드, 소통중심 밋업 브랜드 ‘블록체인 썸잇(Some it)’ 26일 론칭",2018-10-10 15:16:00.000000
"이스라엘, 암호화폐 투자자를 위해 과세방법 조정한다",2018-10-10 15:50:00.000000
"미국 경제잡지 포브스, “블록체인 적용해 콘텐츠 관리할 것”",2018-10-10 16:26:00.000000
"서울외국어대학원대학교, 마이크로칼리지 AI·블록체인 교육 과정 개설",2018-10-10 16:56:00.000000
"경상남도 하동군, KT와 손잡고 블록체인 기반 지역화폐 만든다",2018-10-10 17:44:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 10월10일 오전 8시 기준),2018-10-10 21:00:00.000000
"분석가 에릭 티스, “9월 이더리움 대량 매도 통해 시장 바닥 확인”",2018-10-10 21:51:00.000000
[뉴욕 코인시황/출발] 전반적인 혼조세로 출발 … 비트코인 6500 선 횡보,2018-10-10 22:05:00.000000
"코인베이스, “일본 당국 엄격한 규제 우리에게 유리해”",2018-10-10 22:40:00.000000
"“중국, 비트코인 파괴할 능력과 의지 모두 갖췄다” – 美 보고서",2018-10-10 22:45:00.000000
"싱가포르 중앙은행, 은행들의 암호화폐 기업 지원 촉구",2018-10-10 23:11:00.000000
"‘암호화폐 은행’ 계획 중인 비트왈라, “비트코인의 미래는 밝다”",2018-10-10 23:17:00.000000
"유나이티드 캐피털 CEO, “미국 달러화도 결국 암호화폐로 바뀔 것”",2018-10-10 23:41:00.000000
"영국, 전화번호 관리에 블록체인 기술 이용 방법 개발",2018-10-10 23:41:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 10일 오전 11시7분 기준)…10월물, 80달러 내린 6500달러",2018-10-11 00:27:00.000000
"주니퍼 리서치, “올해 암호화폐 시장 거래량 뚜렷한 감소세”",2018-10-11 01:16:00.000000
"[뉴욕 코인시황/장중] 낙폭 크지 않지만 하락세 이어가…비트코인, 6600선 하회",2018-10-11 02:12:00.000000
"사무라이, 인터넷 연결 필요없는 비트코인 거래 방법 개발",2018-10-11 03:08:00.000000
"비트코인 분석가 아슬람, “비트코인 반등에 ETF 승인 필요해”",2018-10-11 04:06:00.000000
Hadong County to issue blockchain-based currency,2018-10-11 05:07:00.000000
"[뉴욕 코인시황/마감] 낙폭 크지 않았지만 하락세 지속…비트코인, 6600선 바로 밑에서 횡보",2018-10-11 05:16:00.000000
Seoul University of Foreign Studies to open blockchain and Big Data courses,2018-10-11 05:32:00.000000
ICON Loop aggressive in recruiting blockchain experts,2018-10-11 06:01:00.000000
Blocknod to host networking festival for blockchain producers,2018-10-11 06:28:00.000000
Yanolja and Terra ink partnership for developing blockchain-based platform,2018-10-11 06:50:00.000000
[뉴욕증시] IT 주도 하락 ‘쓰나미’ 다우 800P 폭락,2018-10-11 07:19:00.000000
[코인 국내외 주요일정 10월 11일],2018-10-11 07:25:00.000000
미국 금리 ‘뉴 노멀’ 투자자들 주식-부동산 발뺀다,2018-10-11 07:39:00.000000
[이 시각 코인] 글로벌 암호화폐 거래량 순위 (오전 7시 40분),2018-10-11 07:39:00.000000
"러시아 암호화폐 거래소, 무작위 코인 펌핑으로 신규자본유입 유도",2018-10-11 10:04:00.000000
"업비트, 상장 심사 원칙 공개",2018-10-11 10:11:00.000000
"인도 정부, 자체 암호화폐 발행 한다",2018-10-11 12:43:00.000000
"블록스트림, 비트코인 최종 정산 2분에 가능…’리퀴드 네트워크’ 런칭",2018-10-11 13:05:00.000000
블록체인 스마트폰 등장…”이통사 필요없어”,2018-10-11 13:29:00.000000
"[크립토 투데이] 1011 글로벌 증시, 암호화폐 동반 하락..비트코인 반등 위해 ‘ETF’ 승인돼야",2018-10-11 13:55:00.000000
"홍남기 국무조정실장 “정부, 11월에 ICO에 대한 입장 밝힐 것”",2018-10-11 14:42:00.000000
"[굿모닝 비트코인] 모멘텀 기다리는 암호화폐 시장, 주요 코인 동반 하락세 지속",2018-10-11 15:38:00.000000
한층더 강력한 기능으로 업그레이드 된 FuzeW 일본진출,2018-10-11 15:46:00.000000
"IBM ‘푸드 트러스트’, 블록체인 활용해 식중독 예방한다",2018-10-11 16:24:00.000000
"암호화폐 비트코인·리플·이더리움, IMF 경고로 시총 약 130억달러 ‘증발’",2018-10-11 16:53:00.000000
금융위 “기조에 변화 없어… 국민들에 도움 되는 방향으로 갈 것”,2018-10-11 17:39:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 10월11일 오전 8시 기준),2018-10-11 21:00:00.000000
"미국 SEC, ICO 실시 스타트업 감독 더 엄격해져",2018-10-11 21:34:00.000000
[뉴욕 코인시황/출발] 하락세 견지하며 출발 … 비트코인 6282달러,2018-10-11 22:03:00.000000
"구글 광고, “암호화폐는 진짜 돈 아니야” 논란",2018-10-11 22:42:00.000000
"[속보] 비트피넥스, 미 달러 등 주요 통화 입금 일시 중단",2018-10-11 23:16:00.000000
"미국 암호화폐 거래소 제미니, 월가 출신 경영인 영입",2018-10-11 23:18:00.000000
"암호화폐 시장 폭락, 미 증시와 어떤 관계?",2018-10-11 23:31:00.000000
"하버드, 스탠포드 등 미 명문대 모두 암호화폐 투자 중",2018-10-11 23:56:00.000000
올해 도난된 암호화폐 총액은 10억 달러,2018-10-11 23:56:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 11일 오전 11시10분 기준)…10월물, 340달러 내린 6200달러",2018-10-12 00:27:00.000000
중국 위안화 고정 스테이블코인 출시된다,2018-10-12 00:53:00.000000
"비트코인 가격, 이번에도 6000선 지킬까?",2018-10-12 01:16:00.000000
"[뉴욕 코인시황/장중] 급락세 보이며 시총 150억달러나 줄어…비트코인, 6300선 하회",2018-10-12 02:24:00.000000
"‘닥터 둠’ 루비니 교수, “디지털 통화는 모든 거품의 어머니”",2018-10-12 03:21:00.000000
"주요 경영인 57%, “블록체인 기술 수용, 예상보다 어렵다”",2018-10-12 04:29:00.000000
"[뉴욕 코인시황/마감] 급락세 보이며 시총 160억달러나 줄어…비트코인, 6300선 중심의 좁은 등락세",2018-10-12 05:20:00.000000
Financial regulator still negative on cryptocurrency,2018-10-12 05:54:00.000000
Seoul to unveil position on initial coin offering in November,2018-10-12 06:23:00.000000
"[굿모닝 비트코인] 1012 빨간불 켠 암호화폐 시장, 2거래일 째 하락세 이어가",2018-10-12 06:31:00.000000
